age,height_cm,weight_kg,body fat_%,diastolic,systolic,gripForce,sit and bend forward_cm,sit-ups counts,broad jump_cm
34.0,170.8,84,31.4,96.0,151.0,42.4,-1.1,30.0,206.0
58.0,168.1,67,18.7,77.0,102.0,37.0,3.8,27.0,186.0
45.0,175.0,79,20.2,86.0,131.0,44.3,5.3,42.0,190.0
33.0,168.0,77,36.9,84.0,131.0,26.8,15.2,29.0,156.0
22.0,152.6,47,20.9,63.0,111.0,23.2,28.6,46.0,168.0
60.0,172.6,65,19.6,99.0,158.0,38.4,22.3,42.0,162.0
64.0,155.6,59,28.8,87.0,158.0,34.1,-0.5,41.0,171.0
55.0,156.4,54,27.5,74.0,100.0,32.1,19.5,43.0,154.0
57.0,171.9,78,24.7,79.0,138.0,43.6,15.2,40.0,185.0
61.0,160.7,58,19.1,82.0,153.0,42.9,12.4,44.0,185.0
26.0,157.2,48,17.5,67.0,102.0,30.0,26.9,43.0,183.0
41.0,154.2,46,23.8,99.0,138.0,22.3,19.0,36.0,142.0
35.0,183.2,91,22.4,75.0,142.0,45.7,7.0,46.0,123.0
52.0,153.1,46,26.2,69.0,138.0,18.8,19.8,25.0,122.0
29.0,172.6,68,15.7,72.0,136.0,48.4,18.4,50.0,212.0
23.0,171.5,67,9.6,76.0,116.0,45.7,11.4,48.0,198.0
37.0,176.9,79,28.2,79.0,127.0,44.9,14.5,42.0,193.0
24.0,163.2,55,28.5,82.0,137.0,25.0,2.6,30.0,161.0
61.0,167.9,77,27.9,90.0,154.0,40.9,12.7,43.0,203.0
49.0,158.3,54,23.5,70.0,108.0,24.4,21.0,33.0,147.0
28.0,174.3,74,19.8,87.0,131.0,56.2,6.5,48.0,217.0
38.0,171.6,67,11.8,63.0,117.0,45.3,12.3,46.0,236.0
60.0,148.5,55,32.0,58.0,105.0,19.9,14.2,15.0,108.0
29.0,172.5,72,26.1,91.0,132.0,41.1,11.5,36.0,225.0
39.0,174.0,82,24.0,90.0,132.0,41.5,7.0,41.0,223.0
64.0,157.0,56,30.3,54.0,120.0,20.6,15.9,11.0,76.0
22.0,177.7,76,23.8,72.0,150.0,48.2,4.2,47.0,192.0
57.0,171.7,73,24.6,87.0,158.0,41.1,7.3,25.0,187.0
31.0,178.3,80,19.9,81.0,155.0,53.7,20.4,54.0,201.0
21.0,180.4,73,26.2,99.0,149.0,31.9,5.2,53.0,157.0
36.0,178.5,79,23.3,99.0,159.0,46.3,18.38,34.0,213.0
29.0,153.2,53,22.1,77.0,138.0,30.5,17.0,40.0,180.0
38.0,159.0,49,15.8,93.0,144.0,25.1,23.4,44.0,154.0
61.0,160.0,69,39.0,100.0,130.0,33.9,21.4,18.0,111.0
22.0,171.0,67,15.5,82.0,141.0,32.6,9.8,42.0,230.0
56.0,177.3,74,19.9,82.0,133.0,39.4,12.0,30.0,210.0
23.0,166.1,67,35.8,79.0,131.0,24.3,16.3,25.0,164.0
42.0,163.3,53,33.0,58.0,114.0,21.4,4.1,6.0,133.0
41.0,169.1,62,26.3,70.0,110.0,24.6,10.7,25.0,133.0
28.0,165.5,64,16.9,61.0,108.0,37.9,7.5,51.0,243.0
48.0,178.1,89,27.5,81.0,114.0,35.9,-7.5,26.0,180.0
35.0,162.4,47,24.43834,77.0,113.0,28.0,22.6,32.0,156.0
51.0,174.0,75,20.3,65.0,115.0,37.6,7.3,29.0,197.0
33.0,179.4,81,22.5,88.0,140.0,44.6,15.0,50.0,205.0
48.0,166.5,64,23.3,67.0,129.0,36.1,27.7,29.0,161.0
24.0,175.2,88,22.5,86.0,148.0,50.0,14.5,50.0,221.0
31.0,160.7,77,38.4,75.0,127.0,29.4,22.7,32.0,140.0
26.0,167.4,75,31.7,88.0,132.0,49.5,11.2,56.0,212.0
28.0,187.2,100,23.6,87.0,137.0,47.8,22.0,45.0,221.0
27.0,174.2,84,30.8,83.0,131.0,46.3,0.4,55.0,184.0
28.0,172.5,63,6.0,65.0,115.0,40.3,15.6,62.0,226.0
21.0,156.4,48,27.8,65.0,91.0,19.9,21.0,37.0,160.0
21.0,186.1,91,22.1,79.0,139.0,45.3,5.9,37.0,258.0
23.0,166.0,79,34.0,81.0,132.0,34.7,24.4,39.0,200.0
55.0,165.3,72,14.1,70.0,116.0,37.7,14.5,41.0,212.0
54.0,177.4,88,22.6,91.0,147.0,48.1,3.5,44.0,205.0
64.0,163.4,64,21.8,70.0,114.0,24.7,-6.2,15.0,125.0
26.0,170.8,68,15.5,53.0,102.0,38.6,22.9,57.0,280.0
42.0,161.3,61,35.6,58.0,100.0,26.3,8.8,20.0,122.0
32.0,160.6,50,22.4,67.0,111.0,23.1,27.6,42.0,191.0
22.0,176.4,60,12.1,70.0,120.0,38.0,20.6,44.0,251.0
25.0,178.6,74,12.8,93.0,157.0,53.2,18.7,62.0,265.0
35.0,158.1,65,38.8,92.0,141.0,29.2,21.0,36.0,146.0
28.0,172.6,78,20.7,78.0,137.0,55.7,8.9,65.0,256.0
27.0,160.2,61,26.9,84.0,136.0,33.9,19.7,55.0,180.0
24.0,171.8,53,20.1,68.0,104.0,32.1,23.3,50.0,162.0
21.0,163.3,49,13.9,66.0,107.0,29.3,5.0,32.0,235.0
54.0,165.0,60,15.0,88.0,150.0,41.2,18.9,34.0,189.0
32.0,170.2,69,26.1,79.0,120.0,25.0,-10.0,42.0,190.0
53.0,154.4,52,31.6,78.0,129.0,25.6,17.2,21.0,117.0
41.0,162.9,62,22.0,78.0,132.0,41.3,13.2,38.0,219.0
58.0,154.1,60,37.4,80.0,158.0,29.1,21.5,8.0,115.0
27.0,166.1,52,20.8,72.0,132.0,25.5,27.5,36.0,188.0
55.0,173.7,75,18.6,82.0,134.0,41.8,7.6,48.0,175.0
37.0,177.7,71,11.4,78.0,120.0,49.7,25.1,58.0,231.0
21.0,171.4,84,24.5,86.0,130.0,41.8,12.1,52.0,223.0
22.0,161.6,61,19.2,75.0,133.0,37.9,24.2,40.0,190.0
38.0,158.8,50,34.7,75.0,120.0,20.4,21.7,16.0,156.0
44.0,172.3,70,24.5,86.0,132.0,35.7,-5.5,33.0,197.0
51.0,171.5,62,15.9,87.0,149.0,47.1,5.0,49.0,207.0
41.0,160.7,60,32.3,66.0,108.0,26.6,23.0,38.0,157.0
59.0,170.7,64,9.485012,90.0,126.0,47.2,20.4,38.0,192.0
62.0,171.9,64,17.3,76.0,128.0,40.4,26.6,31.0,164.0
27.0,175.1,68,17.2,72.0,130.0,41.9,13.4,52.0,241.0
27.0,180.6,77,7.6,54.0,114.0,55.9,15.6,61.0,252.0
21.0,169.0,81,28.0,73.0,125.0,29.1,3.2,50.0,243.0
44.0,164.3,36,19.3,74.0,127.0,45.7,16.9,52.0,224.0
60.0,165.3,68,32.1,75.0,104.0,24.6,22.6,17.0,110.0
34.0,168.5,87,29.4,85.0,148.0,53.2,19.0,40.0,176.0
43.0,182.5,66,11.0,74.0,126.0,39.7,5.0,39.0,194.0
21.0,176.9,60,21.9,79.0,118.0,33.5,7.3,47.0,233.0
35.0,157.5,51,28.2,67.0,113.0,20.3,11.7,21.0,119.0
37.0,170.0,73,14.9,79.0,144.0,55.1,14.8,66.0,249.0
59.0,168.1,71,17.2,94.0,158.0,42.5,17.6,47.0,187.0
24.0,166.5,66,22.7,80.0,134.0,42.0,15.3,42.0,203.0
29.0,174.7,79,19.0,75.0,140.0,45.7,17.2,74.0,241.0
40.0,179.4,119,32.6,87.0,146.0,50.0,-2.6,37.0,164.0
22.0,175.1,75,29.4,79.0,133.0,36.2,-0.3,24.0,202.0
37.0,155.9,53,31.2,67.0,114.0,22.6,-16.5,25.0,115.0
60.0,174.5,71,16.6,72.0,129.0,34.1,2.0,32.0,135.0
25.0,175.3,82,17.5,75.0,136.0,51.0,18.2,47.0,211.0
33.0,168.9,69,20.3,65.0,100.0,39.1,-10.7,40.0,233.0
64.0,157.5,61,35.2,92.0,148.0,34.8,-3.4,10.0,160.0
37.0,178.2,70,15.8,94.0,157.0,36.2,19.1,45.0,219.0
32.0,171.0,67,28.3,79.0,107.0,33.4,23.4,44.0,152.0
24.0,176.9,76,11.7,76.0,119.0,52.3,27.5,68.0,250.0
24.0,161.7,61,27.5,77.0,117.0,30.6,24.9,37.0,190.0
21.0,184.9,72,18.2,88.0,137.0,34.9,17.7,43.0,250.0
22.0,165.0,63,35.3,76.0,129.0,29.4,23.0,40.0,161.0
26.0,178.0,70,11.9,80.0,120.0,57.5,26.2,65.0,250.0
60.0,158.9,59,32.9,64.0,101.0,24.0,16.0,17.0,120.0
22.0,174.3,66,15.1,69.0,133.0,40.6,7.6,51.0,238.0
28.0,175.2,72,21.3,92.0,132.0,38.2,9.5,55.0,223.0
26.0,170.5,86,33.1,65.0,114.0,31.6,14.8,42.0,175.0
33.0,174.2,72,13.2,83.0,124.0,53.1,17.0,62.0,253.0
21.0,175.4,72,24.5,92.0,140.0,43.8,12.0,47.0,169.0
21.0,172.6,50,13.0,64.0,115.0,38.1,6.0,35.0,200.0
42.0,176.9,69,20.0,77.0,123.0,37.3,13.0,41.0,188.0
23.0,161.7,56,25.8,65.0,123.0,27.5,19.4,24.0,172.0
29.0,167.9,65,22.5,60.0,121.0,34.2,25.4,29.0,204.0
35.0,183.1,70,12.0,91.0,156.0,45.7,16.7,44.0,235.0
27.0,168.3,66,13.9,59.0,115.0,47.9,11.8,70.0,231.0
47.0,176.0,71,16.1,75.0,117.0,44.1,15.4,42.0,212.0
62.0,158.7,53,25.5,74.0,120.0,24.3,17.4,19.0,133.0
63.0,166.9,56,24.6,101.0,195.0,35.5,15.8,23.0,161.0
25.0,179.1,87,30.3,96.0,145.0,53.0,15.1,54.0,226.0
27.0,172.4,63,18.0,79.0,141.0,30.0,25.3,51.0,181.0
36.0,171.0,69,9.2,57.0,111.0,52.2,17.0,54.0,238.0
21.0,167.1,62,30.3,81.0,140.0,25.2,21.1,38.0,146.0
59.0,153.8,54,27.3,78.0,126.0,17.3,7.0,30.0,127.0
37.0,180.1,76,19.4,75.0,134.0,47.0,14.5,42.0,224.0
28.0,159.1,58,29.5,74.0,116.0,26.0,17.2,31.0,167.0
43.0,170.0,69,16.9,77.0,123.0,43.0,19.0,30.0,205.0
28.0,175.3,85,21.0,76.0,129.0,47.9,7.6,60.0,240.0
61.0,171.7,71,25.9,91.0,154.0,43.7,13.9,24.0,174.0
22.0,162.4,67,28.6,76.0,121.0,26.0,27.3,50.0,186.0
43.0,168.0,60,18.2,88.0,158.0,34.1,16.6,55.0,222.0
58.0,159.5,67,36.0,87.0,145.0,26.4,21.4,22.0,150.0
22.0,181.4,77,11.2,94.0,127.0,50.0,21.6,58.0,244.0
31.0,163.8,53,30.5,74.0,111.0,22.9,16.3,26.0,143.0
44.0,177.5,84,28.0,91.0,150.0,36.2,9.6,38.0,185.0
23.0,166.1,62,25.0,75.0,117.0,30.7,24.4,50.0,180.0
21.0,173.8,63,8.2,86.0,134.0,43.5,18.3,63.0,273.0
62.0,151.3,48,24.3,87.0,153.0,23.1,24.4,19.0,146.0
24.0,153.8,59,29.9,71.0,111.0,28.4,25.9,46.0,187.0
29.0,175.0,73,15.8,75.0,143.0,51.5,14.9,39.0,246.0
46.0,173.0,72,22.8,65.0,126.0,46.6,14.9,33.0,210.0
21.0,161.6,59,32.7,67.0,108.0,24.1,21.4,35.0,183.0
39.0,178.1,67,20.9,79.0,131.0,47.6,23.1,34.0,196.0
43.0,165.6,60,27.1,80.0,124.0,28.7,21.4,29.0,166.0
22.0,179.7,67,14.8,91.0,132.0,43.9,17.6,50.0,240.0
39.0,180.8,85,23.4,94.0,142.0,51.4,21.1,50.0,221.0
25.0,167.6,59,19.0,57.0,115.0,50.2,17.7,38.0,218.0
26.0,177.1,77,18.4,93.0,152.0,43.0,-5.1,42.0,239.0
30.0,173.3,59,10.4,90.0,142.0,44.2,13.9,51.0,242.0
56.0,152.4,50,31.1,89.0,158.0,24.0,14.1,10.0,119.0
23.0,175.0,93,35.7,85.0,136.0,46.4,9.9,34.0,180.0
22.0,168.2,56,19.45304,94.0,153.0,29.7,32.7,37.0,193.0
47.0,174.9,76,23.2,95.0,133.0,42.7,11.9,31.0,211.0
53.0,169.7,73,32.7,89.0,130.0,36.0,-2.0,15.0,165.0
32.0,177.2,85,16.8,87.0,136.0,53.5,15.0,54.0,222.0
48.0,161.4,51,19.0,82.0,130.0,23.9,26.2,22.0,163.0
52.0,155.9,48,27.7,82.0,114.0,15.9,24.4,14.0,132.0
25.0,169.6,58,29.0,66.0,105.0,29.4,22.7,33.0,167.0
52.0,164.1,63,30.9,68.0,110.0,19.8,1.6,13.0,144.0
48.0,164.4,82,34.8,89.0,131.0,36.8,4.0,26.0,198.0
56.0,163.5,70,29.7,98.0,156.0,42.0,19.5,30.0,190.0
22.0,172.6,66,11.9,69.0,127.0,31.4,10.5,48.0,203.0
56.0,149.8,55,38.4,77.0,115.0,14.5,-7.8,14.0,110.0
35.0,169.9,73,33.9,85.0,143.0,34.4,16.8,32.0,165.0
31.0,181.0,74,16.8,68.0,127.0,49.3,16.2,48.0,192.0
25.0,181.2,70,23.8,63.0,125.0,41.7,13.4,40.0,220.0
39.0,170.7,108,35.3,68.0,123.0,50.8,12.8,35.0,199.0
25.0,174.8,67,13.3,61.0,119.0,36.6,20.5,53.0,217.0
21.0,163.0,61,20.0,65.0,114.0,37.0,22.5,49.0,220.0
49.0,166.5,61,19.9,84.0,122.0,35.7,8.5,51.0,194.0
44.0,166.5,58,24.0,70.0,130.0,30.0,22.7,37.0,155.0
24.0,166.9,56,32.7,70.0,101.0,23.5,-6.2,22.0,156.0
47.0,156.1,63,29.5,79.0,121.0,28.9,21.6,44.0,171.0
21.0,178.8,78,18.0,63.0,130.0,41.2,11.9,58.0,222.0
29.0,176.0,77,19.5,63.0,103.0,38.3,5.6,53.0,236.0
21.0,155.4,66,38.5,77.0,129.0,21.2,16.3,55.0,135.0
23.0,170.8,60,11.5,88.0,129.0,38.9,20.1,45.0,232.0
22.0,168.8,60,16.0,82.0,117.0,30.4,9.7,47.0,226.0
28.0,176.4,86,9.3,83.0,140.0,46.6,23.4,62.0,239.0
57.0,159.0,62,28.4,92.0,145.0,37.4,8.5,21.0,175.0
26.0,169.6,59,22.4,82.0,141.0,26.6,21.6,43.0,171.0
39.0,174.2,77,18.3,93.0,146.0,44.6,11.2,33.0,218.0
25.0,159.9,45,24.1,66.0,107.0,26.2,23.0,50.0,178.0
21.0,173.3,61,16.4,73.0,143.0,31.2,6.4,53.0,203.0
51.0,163.3,51,30.5,75.0,133.0,22.1,22.9,24.0,139.0
51.0,161.0,66,30.4,94.0,147.0,23.3,14.0,22.0,165.0
57.0,148.0,54,33.6,78.0,135.0,27.4,18.8,16.0,137.0
42.0,169.8,78,17.2,60.0,104.0,43.4,19.4,54.0,228.0
31.0,171.2,64,21.9,85.0,142.0,44.6,4.9,55.0,223.0
61.0,171.6,79,31.5,71.0,129.0,33.2,10.0,26.0,175.0
26.0,179.7,78,16.2,76.0,116.0,45.8,17.8,53.0,252.0
26.0,174.2,64,12.5,74.0,138.0,42.0,10.6,51.0,203.0
54.0,172.0,69,18.9,93.0,143.0,36.7,19.5,43.0,183.0
43.0,175.1,74,18.8,85.0,127.0,41.2,10.2,42.0,224.0
24.0,171.4,57,24.9,97.0,140.0,24.7,8.6,22.0,160.0
58.0,165.0,61,19.0,78.0,121.0,37.6,17.0,38.0,173.0
39.0,163.7,59,33.3,85.0,132.0,24.0,13.7,24.0,142.0
25.0,162.8,57,33.6,69.0,148.0,25.0,20.1,44.0,177.0
32.0,171.5,73,17.4,72.0,134.0,38.7,28.3,53.0,252.0
29.0,158.5,51,25.0,73.0,118.0,25.3,26.5,43.0,157.0
37.0,155.3,48,26.5,97.0,147.0,23.4,23.3,33.0,146.0
21.0,160.6,57,24.0,56.0,107.0,30.4,30.0,45.0,185.0
34.0,160.0,61,25.6,81.0,141.0,35.1,13.0,26.0,200.0
21.0,178.5,73,17.1,66.0,112.0,42.5,0.2,62.0,198.0
23.0,170.3,76,23.0,98.0,151.0,43.8,9.5,55.0,236.0
47.0,163.7,56,30.0,82.0,137.0,30.0,27.5,50.0,194.0
38.0,175.4,76,22.1,94.0,139.0,41.4,15.9,52.0,220.0
21.0,171.1,83,25.8,96.0,146.0,42.5,7.3,48.0,227.0
61.0,151.1,47,29.9,65.0,109.0,18.0,2.8,2.0,120.0
26.0,168.8,74,24.5,80.0,120.0,37.6,7.2,50.0,192.0
51.0,157.0,47,27.4,72.0,117.0,21.0,2.9,34.0,139.0
29.0,175.9,66,21.1,81.0,121.0,32.0,1.0,28.0,181.0
29.0,175.0,83,17.2,77.0,122.0,57.6,14.7,78.0,254.0
22.0,175.7,69,8.6,72.0,130.0,46.4,18.9,44.0,252.0
43.0,180.2,77,16.5,72.0,118.0,51.9,8.1,30.0,190.0
54.0,171.8,65,19.7,97.0,131.0,35.4,14.8,32.0,189.0
36.0,177.8,89,21.4,96.0,150.0,53.9,22.1,53.0,228.0
39.0,181.9,95,16.9,85.0,141.0,49.2,24.9,62.0,228.0
37.0,175.2,73,24.2,86.0,140.0,46.1,-3.9,39.0,220.0
34.0,172.2,93,30.9,94.0,143.0,54.8,17.0,46.0,222.0
36.0,170.7,71,24.5,86.0,128.0,32.2,13.7,45.0,193.0
25.0,168.7,76,27.7,78.0,120.0,38.0,3.7,39.0,192.0
23.0,166.3,53,28.1,60.0,117.0,21.8,-2.7,34.0,111.0
44.0,156.9,53,24.6,79.0,130.0,30.4,24.3,37.0,141.0
53.0,177.3,88,35.6,76.0,130.0,36.3,6.4,18.0,183.0
30.0,163.6,56,13.9,75.0,116.0,28.0,21.1,40.0,185.0
22.0,172.8,65,15.0,77.0,117.0,45.1,21.2,42.0,222.0
55.0,158.4,58,33.1,64.0,118.0,26.4,21.2,17.0,138.0
61.0,145.5,47,29.4,96.0,159.0,23.1,17.2,18.0,149.0
35.0,167.7,68,14.8,82.0,125.0,50.5,22.7,62.0,256.0
50.0,160.2,49,27.8,64.0,110.0,25.7,18.8,25.0,136.0
49.0,157.6,46,22.8,55.0,101.0,24.1,20.0,41.0,155.0
30.0,160.4,63,19.2,87.0,144.0,36.5,12.6,56.0,226.0
55.0,151.0,51,32.5,83.0,138.0,20.7,18.5,14.0,119.0
58.0,163.8,64,31.9,91.0,121.0,27.2,22.1,23.0,109.0
25.0,163.9,56,26.0,60.0,110.0,26.6,29.8,34.0,170.0
22.0,164.4,52,29.1,80.0,125.0,24.2,21.7,35.0,148.0
60.0,176.5,69,16.5,77.0,123.0,41.9,11.8,33.0,182.0
28.0,175.1,69,24.0,85.0,128.0,41.7,16.3,38.0,210.0
46.0,158.3,57,31.2,75.0,155.0,34.0,24.1,19.0,161.0
27.0,161.0,51,26.2,61.0,100.0,23.3,22.3,35.0,169.0
22.0,167.8,61,16.1,78.0,134.0,40.0,16.5,49.0,231.0
25.0,166.7,58,31.3,70.0,122.0,28.2,17.2,39.0,162.0
39.0,179.1,86,24.6,76.0,128.0,42.5,21.1,50.0,224.0
41.0,172.0,71,21.3,89.0,131.0,47.2,13.3,44.0,225.0
29.0,186.1,82,11.2,73.0,121.0,62.7,23.2,57.0,256.0
27.0,180.9,82,23.2,95.0,152.0,49.6,15.4,46.0,225.0
62.0,180.0,73,25.5,72.0,144.0,37.5,19.5,27.0,187.0
47.0,176.1,80,22.8,73.0,123.0,43.0,2.3,20.0,196.0
21.0,176.2,73,13.9,76.0,147.0,58.8,23.2,57.0,239.0
41.0,172.0,68,15.1,64.0,135.0,46.0,25.3,59.0,223.0
22.0,172.0,60,20.7,76.0,117.0,31.0,30.2,37.0,198.0
22.0,185.2,71,8.3,89.0,147.0,45.0,11.7,58.0,234.0
64.0,153.0,53,27.7,69.0,129.0,15.7,20.8,13.0,136.0
22.0,160.6,48,18.0,65.0,127.0,21.5,25.7,33.0,162.0
30.0,186.1,93,28.7,73.0,128.0,46.1,6.9,30.0,186.0
33.0,159.5,48,19.1,61.0,100.0,28.0,10.0,41.0,191.0
21.0,176.5,78,22.4,77.0,157.0,39.6,17.6,42.0,221.0
47.0,176.4,95,18.9,95.0,146.0,53.4,-0.9,44.0,202.0
27.0,167.6,61,20.5,100.0,138.0,38.5,12.7,57.0,206.0
35.0,170.0,61,16.0,79.0,129.0,48.4,14.5,53.0,233.0
41.0,171.3,103,40.1,99.0,158.0,44.3,7.0,34.0,188.0
29.0,179.0,83,25.2,96.0,143.0,38.0,7.8,52.0,212.0
29.0,161.9,57,21.4,80.0,129.0,38.8,9.8,38.0,195.0
45.0,170.5,72,30.2,73.0,122.0,37.9,-5.1,22.0,177.0
27.0,172.7,72,28.9,86.0,147.0,34.7,22.1,59.0,165.0
25.0,172.4,79,14.8,75.0,119.0,52.7,17.6,52.0,249.0
46.0,168.5,57,28.0,89.0,125.0,26.6,27.2,32.0,170.0
21.0,185.3,72,16.0,67.0,120.0,41.3,8.0,52.0,260.0
25.0,156.0,50,18.2,80.0,138.0,30.1,30.5,35.0,190.0
28.0,175.5,73,17.8,75.0,134.0,40.7,10.2,26.0,195.0
25.0,174.0,73,21.8,70.0,140.0,43.2,9.4,51.0,221.0
26.0,159.1,55,27.9,60.0,106.0,31.3,27.2,34.0,162.0
24.0,170.0,75,20.0,70.0,105.0,42.2,15.6,56.0,233.0
30.0,178.5,66,14.9,86.0,133.0,46.3,0.4,51.0,240.0
22.0,166.0,52,30.1,60.0,120.0,22.5,11.0,37.0,150.0
22.0,164.3,53,19.9,61.0,121.0,28.9,23.7,60.0,177.0
35.0,167.2,70,26.5,74.0,141.0,38.8,-6.2,42.0,197.0
24.0,178.3,86,12.5,88.0,126.0,48.1,24.9,51.0,249.0
26.0,155.5,54,24.7,57.0,107.0,25.4,27.8,37.0,169.0
35.0,175.3,73,19.5,74.0,136.0,46.4,19.0,45.0,232.0
25.0,171.8,68,17.9,79.0,129.0,46.0,16.4,58.0,192.0
37.0,176.4,75,30.7,97.0,159.0,46.4,8.8,31.0,183.0
61.0,161.1,62,37.0,86.0,136.0,22.3,18.7,18.0,123.0
46.0,166.2,51,8.6,88.0,135.0,49.5,20.9,39.0,197.0
38.0,149.3,50,34.3,75.0,107.0,20.8,24.0,28.0,126.0
55.0,161.5,58,29.5,71.0,113.0,25.8,15.1,26.0,156.0
58.0,156.7,52,36.8,84.0,143.0,25.0,11.2,11.0,111.0
55.0,173.3,84,23.6,88.0,145.0,39.5,12.0,37.0,179.0
22.0,171.3,62,18.1,65.0,121.0,32.5,20.6,58.0,229.0
27.0,170.8,66,25.8,82.0,143.0,42.3,8.5,45.0,208.0
35.0,163.2,56,20.6,64.0,119.0,25.6,14.3,33.0,143.0
59.0,169.1,57,10.0,62.0,120.0,35.3,7.5,40.0,197.0
22.0,172.5,60,22.6,49.0,102.0,32.0,25.6,57.0,214.0
51.0,175.0,68,19.0,87.0,129.0,42.6,13.0,37.0,215.0
48.0,157.1,52,16.7,73.0,111.0,33.9,21.5,49.0,176.0
62.0,157.3,58,28.3,68.0,150.0,35.8,6.8,23.0,153.0
45.0,173.7,74,19.2,87.0,149.0,42.9,19.1,36.0,208.0
30.0,162.5,113,53.5,82.0,135.0,24.4,3.0,12.0,100.0
51.0,161.9,61,31.5,79.0,123.0,25.1,21.1,12.0,139.0
45.0,172.5,85,31.1,84.0,135.0,41.6,8.5,41.0,195.0
28.0,178.8,73,12.2,67.0,113.0,42.4,14.0,49.0,253.0
23.0,167.3,53,16.4,75.0,122.0,34.5,9.2,40.0,182.0
26.0,171.5,80,28.0,98.0,157.0,33.8,11.6,31.0,183.0
37.0,166.2,59,16.1,71.0,129.0,33.0,25.0,36.0,180.0
46.0,172.9,73,19.1,83.0,130.0,30.5,-1.1,18.0,211.0
61.0,169.1,79,35.5,82.0,142.0,34.7,-12.8,37.0,161.0
21.0,169.5,75,24.0,68.0,122.0,49.0,18.7,58.0,230.0
50.0,158.9,58,27.9,84.0,127.0,18.9,12.8,8.0,105.0
26.0,179.0,79,16.8,67.0,125.0,45.6,16.6,56.0,199.0
21.0,160.9,63,20.9,73.0,135.0,36.4,-8.9,35.0,183.0
27.0,162.0,63,20.3,67.0,127.0,29.3,26.9,50.0,185.0
40.0,178.9,77,26.0,99.0,159.0,39.8,21.9,43.0,221.0
21.0,173.6,74,15.6,63.0,159.0,43.9,22.7,52.0,214.0
32.0,162.4,53,23.1,82.0,135.0,28.1,9.4,35.0,171.0
54.0,150.7,54,33.0,80.0,131.0,24.6,13.1,27.0,123.0
27.0,174.3,86,20.4,84.0,138.0,54.3,10.6,46.0,231.0
47.0,172.2,72,27.1,82.0,138.0,42.1,14.7,36.0,213.0
23.0,178.4,68,11.2,70.0,129.0,45.8,8.4,48.0,225.0
25.0,158.1,49,26.2,83.0,129.0,25.4,21.5,29.0,164.0
44.0,173.8,72,18.6,93.0,152.0,43.3,18.0,48.0,223.0
48.0,170.0,70,13.9,90.0,111.0,46.6,24.6,56.0,248.0
21.0,172.7,61,24.6,70.0,108.0,27.2,20.8,56.0,178.0
26.0,183.6,81,16.1,76.0,145.0,38.8,13.8,61.0,256.0
24.0,168.1,60,24.9,82.0,130.0,26.1,15.9,33.0,188.0
43.0,159.6,63,38.1,69.0,110.0,24.1,24.1,12.0,130.0
59.0,158.8,61,32.7,70.0,138.0,24.1,19.2,13.0,120.0
38.0,169.8,58,26.0,82.0,123.0,25.4,19.0,26.0,128.0
25.0,172.7,74,26.9,87.0,142.0,34.2,14.1,45.0,212.0
40.0,156.2,64,33.6,82.0,114.0,25.6,0.1,21.0,171.0
29.0,164.6,53,21.3,60.0,114.0,29.5,23.3,41.0,162.0
24.0,183.1,83,11.6,78.0,143.0,53.9,15.2,50.0,262.0
26.0,160.7,56,19.3,75.0,120.0,24.2,23.8,59.0,173.0
23.0,164.0,72,40.4,80.0,117.0,24.6,21.3,32.0,146.0
30.0,174.0,78,20.0,80.0,120.0,54.4,17.2,45.0,222.0
45.0,172.4,91,35.9,97.0,149.0,32.9,2.1,19.0,154.0
24.0,175.0,65,18.4,73.0,122.0,46.7,12.5,45.0,226.0
22.0,160.3,58,33.7,74.0,112.0,27.1,4.7,44.0,152.0
41.0,175.8,71,14.5,80.0,137.0,42.5,23.4,48.0,234.0
21.0,166.4,93,35.9,93.3,108.0,46.8,20.3,36.0,218.0
25.0,155.7,59,29.7,81.0,120.0,26.2,2.9,30.0,150.0
42.0,179.8,80,19.1,86.0,137.0,47.8,22.2,51.0,239.0
35.0,171.0,71,24.6,81.0,129.0,41.0,4.8,46.0,213.0
23.0,174.7,72,20.1,73.0,133.0,38.6,8.4,54.0,206.0
28.0,168.7,67,17.6,70.0,156.0,38.4,6.4,46.0,200.0
41.0,165.7,61,22.1,96.0,120.0,44.8,-2.7,28.0,158.0
33.0,180.3,83,20.4,78.0,136.0,51.8,16.3,52.0,239.0
42.0,167.2,67,31.4,79.0,130.0,31.1,13.0,26.0,187.0
25.0,171.4,71,24.4,64.0,118.0,40.1,16.5,59.0,205.0
27.0,163.4,62,30.3,79.0,120.0,31.6,24.0,24.0,166.0
57.0,156.7,61,31.1,84.0,136.0,23.7,15.1,24.0,105.0
35.0,177.8,77,19.0,76.0,126.0,43.0,10.1,45.0,246.0
28.0,179.1,78,25.1,93.0,159.0,42.3,12.6,50.0,223.0
45.0,162.0,51,27.9,79.0,128.0,24.3,27.0,35.0,135.0
30.0,172.0,73,24.1,68.0,114.0,41.6,17.5,50.0,200.0
24.0,167.2,58,16.7,86.0,143.0,26.8,5.9,41.0,151.0
47.0,166.3,67,24.1,83.0,131.0,44.6,6.0,38.0,181.0
45.0,167.4,63,19.08869,80.0,136.0,37.4,20.0,60.0,199.0
30.0,175.9,66,14.9,74.0,121.0,47.3,21.4,52.0,225.0
50.0,163.2,54,23.5,72.0,113.0,22.3,23.5,5.0,100.0
