age,gender,height_cm,weight_kg,body fat_%,diastolic,systolic,gripForce,sit and bend forward_cm,sit-ups counts,broad jump_cm,class
64.0,M,176.1,81.1,23.8,77.0,142.0,44.2,14.0,29.0,169.0,C
22.0,F,167.9,54.9,20.2,75.0,123.0,29.7,21.8,52.0,214.0,A
43.0,M,168.9,79.6,19.1,78.0,128.0,52.0,18.5,50.0,221.0,A
27.0,F,164.7,68.1,38.6,91.0,123.0,28.4,13.8,42.0,140.0,B
21.0,F,163.7,51.2,21.6,75.0,116.0,28.4,20.0,57.0,203.0,C
21.0,M,180.4,89.1,21.1,76.0,140.0,45.4,9.5,42.0,234.0,C
36.0,F,161.4,54.3,30.8,80.0,135.0,23.6,22.0,23.0,148.0,C
50.0,M,168.2,73.4,26.9,73.0,138.0,30.7,-7.5,22.0,186.0,D
21.0,M,177.6,85.8,21.4,79.0,142.0,43.5,20.8,43.0,248.0,C
56.0,F,152.0,49.0,35.0,79.0,134.0,21.6,15.8,10.0,129.0,C
34.0,M,170.4,64.8,16.9,90.0,142.0,47.9,5.8,45.0,202.0,C
45.0,M,179.4,78.6,22.8,92.0,159.0,31.7,15.9,51.0,218.0,C
57.0,F,163.3,65.1,31.7,59.0,116.0,20.3,26.1,10.0,118.0,C
22.0,F,158.4,63.2,35.8,72.0,113.0,21.0,6.5,33.0,159.0,D
25.0,F,163.4,54.9,26.3,84.0,123.0,30.8,11.5,25.0,177.0,C
59.0,F,161.4,53.2,29.0,82.0,144.0,24.3,21.4,24.0,122.0,A
28.0,M,161.5,52.1,33.2,77.0,120.0,18.4,-6.0,10.0,121.0,D
28.0,F,158.7,57.1,35.7,77.0,118.0,29.4,15.7,24.0,160.0,D
28.0,F,165.1,53.4,23.3,95.0,128.0,28.2,23.7,53.0,165.0,A
21.0,F,171.5,52.5,22.7,74.0,120.0,32.8,20.7,41.0,185.0,A
48.0,M,169.3,60.7,12.8,74.0,116.0,35.0,11.2,53.0,211.0,B
26.0,F,167.0,75.0,27.6,90.0,145.0,38.5,17.5,32.0,174.0,D
60.0,M,171.7,59.3,24.0,80.0,128.0,39.1,13.7,31.0,163.0,B
63.0,M,168.2,70.64,27.0,75.0,126.0,34.4,-1.4,25.0,158.0,D
32.0,M,181.0,78.8,17.6,68.0,114.0,49.5,10.6,52.0,182.0,B
25.0,F,162.9,61.0,26.4,81.0,139.0,18.6,25.6,29.0,165.0,C
60.0,M,168.3,66.58,22.3,96.0,157.0,41.0,7.0,34.0,167.0,C
25.0,M,178.0,67.0,18.2,80.0,123.0,40.2,17.2,50.0,230.0,B
39.0,F,161.2,49.2,21.2,45.0,92.0,23.5,17.3,28.0,137.0,C
37.0,M,175.3,88.2,26.7,90.0,151.0,53.2,16.2,57.0,220.0,B
26.0,F,163.6,60.4,35.6,85.0,116.0,35.1,19.3,45.0,159.0,B
41.0,M,169.0,76.1,19.1,79.0,152.0,52.9,10.1,52.0,236.0,B
30.0,M,172.4,96.7,35.1,78.0,144.0,30.7,-2.2,14.0,163.0,D
26.0,F,153.5,59.7,40.2,68.0,116.0,19.6,16.5,7.0,139.0,D
33.0,F,166.2,57.4,23.7,72.0,117.0,28.9,30.2,40.0,158.0,B
39.0,M,174.9,68.8,24.9,70.0,107.0,36.4,7.8,39.0,190.0,C
43.0,F,167.0,55.6,25.7,92.0,136.0,26.9,18.5,24.0,137.0,C
60.0,M,167.0,69.7,17.2,80.0,120.0,45.2,8.3,40.0,195.0,B
57.0,M,162.1,54.0,9.0,70.0,137.0,32.0,20.3,46.0,194.0,B
48.0,F,157.8,59.1,36.5,98.0,146.0,32.2,10.7,31.0,155.0,C
38.0,M,166.7,70.4,29.9,94.0,124.0,33.4,15.7,25.0,213.0,D
33.0,M,174.7,76.0,19.7,83.0,123.0,49.9,5.2,48.0,214.0,C
23.0,F,159.5,65.6,33.8,92.0,130.0,28.1,30.1,44.0,172.0,A
25.0,F,167.0,51.2,23.9,80.0,126.0,26.1,20.1,21.0,130.0,D
42.0,M,168.7,68.5,27.7,91.0,156.0,36.5,10.2,44.0,203.0,D
31.0,M,170.9,73.5,21.7,72.0,126.0,38.8,9.5,54.0,226.0,B
63.0,M,168.2,77.3,34.2,94.0,158.0,35.1,12.0,13.0,174.0,D
30.0,M,179.7,75.7,22.8,83.0,142.0,37.6,8.0,50.0,223.0,C
39.0,M,167.0,69.1,19.4,67.0,117.0,41.0,6.0,36.0,220.0,C
28.0,M,176.2,70.0,23.6,83.0,123.0,30.3,2.5,39.0,201.0,D
30.0,M,173.5,70.7,18.6,79.0,140.0,56.3,14.7,30.0,229.0,D
49.0,M,174.8,74.5,21.7,83.0,117.0,43.1,2.9,40.0,178.0,D
29.0,F,164.9,53.0,20.3,62.0,102.0,29.3,6.7,29.0,136.0,D
39.0,M,169.5,69.1,17.2,72.0,136.0,44.9,16.0,47.0,236.0,A
21.0,F,159.6,65.9,33.8,78.0,128.0,27.2,15.7,41.0,174.0,D
24.0,F,166.2,55.2,29.2,72.0,123.0,17.2,2.9,28.0,123.0,D
23.0,M,174.2,68.2,19.4,83.0,141.0,41.9,15.3,48.0,213.0,C
31.0,M,183.4,89.9,20.6,71.0,138.0,66.0,21.0,53.0,235.0,B
51.0,M,165.5,74.7,26.3,74.0,127.0,34.9,14.4,24.0,171.0,D
30.0,M,182.5,94.4,27.8,72.0,157.0,53.4,12.6,38.0,167.0,D
29.0,M,182.1,100.3,24.61084,92.0,157.0,57.2,12.9,54.0,204.0,C
27.0,M,179.2,86.6,23.8,63.0,124.0,43.5,8.3,36.0,198.0,D
34.0,M,174.5,74.4,24.3,94.0,154.0,39.3,22.5,56.0,224.0,D
46.0,M,171.7,60.8,19.0,68.0,122.0,37.4,16.4,53.0,194.0,A
37.0,M,172.2,66.9,17.6,86.0,128.0,46.2,14.9,39.0,224.0,B
36.0,M,175.9,71.3,23.4,85.0,134.0,47.3,12.8,46.0,221.0,B
21.0,F,164.5,54.02,24.7,72.0,142.0,24.7,22.6,45.0,176.0,A
59.0,M,169.3,72.0,20.2,96.0,146.0,41.9,21.2,44.0,197.0,A
53.0,M,185.6,92.1,22.8,86.0,135.0,50.7,11.3,39.0,210.0,C
61.0,F,159.5,54.68,32.3,71.0,126.0,26.4,-3.4,0.0,127.0,D
61.0,F,152.4,51.2,30.5,96.0,136.0,21.7,14.4,17.0,129.0,C
35.0,F,161.5,48.3,21.8,72.0,100.0,31.6,26.0,32.0,186.0,A
31.0,M,178.8,84.9,24.3,69.0,136.0,41.8,-2.8,40.0,160.0,D
36.0,M,178.1,74.7,22.2,78.0,133.0,38.6,8.4,37.0,217.0,C
28.0,F,163.7,51.4,21.5,63.0,103.0,22.6,7.8,41.0,158.0,D
21.0,M,168.4,71.0,22.3,70.0,120.0,35.2,8.5,61.0,213.0,C
29.0,F,150.3,54.5,29.3,64.0,122.0,27.5,26.0,26.0,150.0,C
22.0,F,170.6,68.1,28.9,87.0,120.0,33.4,22.9,42.0,201.0,A
22.0,M,168.6,73.9,23.4,83.0,133.0,38.7,16.3,47.0,209.0,C
56.0,F,172.0,60.0,19.5,70.0,120.0,20.6,15.0,25.0,170.0,C
21.0,M,171.4,67.0,23.1,81.0,117.0,38.0,12.3,54.0,184.0,C
36.0,M,178.2,69.9,22.4,68.0,123.0,41.8,7.6,48.0,203.0,C
22.0,M,170.4,63.3,13.1,97.0,137.0,40.4,13.3,48.0,233.0,B
61.0,M,166.0,66.4,24.5,83.0,123.0,32.6,3.1,22.0,174.0,C
27.0,M,174.0,64.9,16.5,92.0,129.0,44.6,15.5,52.0,226.0,A
41.0,F,168.1,62.5,25.5,72.0,137.0,26.4,24.8,23.0,164.0,C
36.0,M,170.1,68.68,22.0,73.0,115.0,38.3,15.3,51.0,219.0,A
32.0,M,170.7,90.5,36.2,82.0,133.0,45.1,11.4,33.0,188.0,D
54.0,F,169.0,64.4,32.5,69.0,117.0,25.9,20.1,16.0,145.0,C
23.0,M,177.0,73.52,15.7,84.0,134.0,51.8,19.7,46.0,230.0,C
27.0,M,176.5,80.66,16.5,63.0,124.0,48.6,7.5,51.0,240.0,C
21.0,M,172.0,74.3,16.6,68.0,132.0,39.9,16.3,68.0,240.0,A
60.0,M,161.3,68.2,23.3,89.0,153.0,39.6,15.9,21.0,182.0,C
36.0,M,178.6,98.3,31.7,79.0,129.0,52.4,17.0,43.0,209.0,B
41.0,M,181.3,79.2,22.4,87.0,131.0,49.2,15.5,47.0,253.0,A
47.0,F,152.4,62.4,34.8,66.0,117.0,21.4,10.5,2.0,160.0,D
22.0,M,169.3,76.0,23.5,83.0,121.0,25.1,17.0,51.0,210.0,D
31.0,M,172.6,88.4,23.1,84.0,134.0,58.3,21.5,51.0,234.0,A
30.0,F,170.4,61.1,21.9,63.0,97.0,29.3,12.6,33.0,166.0,C
46.0,F,159.1,52.9,32.5,76.0,123.0,21.9,8.0,21.0,140.0,D
24.0,M,169.3,65.4,20.4,71.0,115.0,38.0,21.5,50.0,246.0,B
52.0,F,160.7,74.1,31.8,90.0,154.0,23.3,16.7,26.0,154.0,C
61.0,F,150.7,55.0,33.3,85.0,158.0,23.9,32.9,24.0,149.0,B
22.0,M,178.6,83.5,20.3,83.0,139.0,47.8,18.1,57.0,229.0,C
36.0,F,158.2,64.3,33.6,64.0,109.0,27.6,22.1,30.0,137.0,B
54.0,M,171.5,78.2,24.0,80.0,120.0,42.8,8.5,33.0,193.0,C
21.0,M,177.0,87.5,23.8,80.0,135.0,61.8,15.7,56.0,238.0,B
58.0,M,172.7,70.56,20.8,61.0,157.0,42.9,23.3,40.0,186.0,A
60.0,M,163.4,75.9,34.2,91.0,120.0,29.6,16.2,15.0,161.0,D
28.0,F,168.5,56.2,22.0,88.0,127.0,27.9,23.4,46.0,189.0,A
28.0,M,178.4,77.9,27.5,86.0,139.0,48.5,17.0,52.0,231.0,A
36.0,M,176.0,80.9,31.7,95.0,154.0,38.4,3.5,46.0,221.0,D
31.0,M,167.0,69.7,29.4,94.0,148.0,45.0,5.5,36.0,205.0,D
64.0,M,169.9,73.8,23.1,92.0,152.0,45.0,4.6,23.0,162.0,C
24.0,M,170.7,89.7,34.3,85.0,141.0,38.4,4.2,42.0,187.0,D
22.0,M,180.7,71.8,18.8,60.0,109.0,40.6,11.3,46.0,249.0,C
58.0,F,156.4,59.5,30.2,80.0,140.0,32.3,21.3,20.0,153.0,A
23.0,F,153.6,45.3,28.9,71.0,121.0,24.6,12.9,24.0,106.0,C
30.0,M,176.2,83.9,19.4,82.0,150.0,43.8,13.1,53.0,218.0,C
46.0,M,173.3,69.3,21.9,88.0,140.0,44.3,15.5,45.0,208.0,A
46.0,M,171.9,64.8,25.9,73.0,130.0,43.2,1.9,23.0,198.0,D
61.0,M,175.4,71.2,20.2,96.0,149.0,40.0,10.4,27.0,186.0,C
28.0,M,182.0,78.0,9.8,57.0,119.0,42.8,26.1,52.0,221.0,A
29.0,F,171.0,71.8,33.2,90.0,149.0,30.3,27.3,35.0,174.0,B
24.0,F,155.6,55.9,31.4,72.0,126.0,29.6,25.1,56.0,168.0,A
25.0,M,170.6,60.02,17.1,68.0,115.0,44.3,9.5,47.0,191.0,D
23.0,M,174.6,70.3,13.3,82.0,112.0,38.1,12.6,56.0,213.0,B
56.0,M,172.3,71.7,18.9,87.0,137.0,44.3,21.0,42.0,201.0,A
35.0,F,163.8,63.2,31.3,71.0,131.0,20.7,20.9,26.0,162.0,C
50.0,M,179.1,102.2,30.5,83.0,130.0,40.1,-6.5,14.0,162.0,D
62.0,M,171.0,72.3,23.0,73.0,140.0,43.5,9.0,32.0,161.0,B
21.0,F,167.4,64.62,32.1,64.0,116.0,29.5,20.7,42.0,187.0,A
21.0,F,158.1,56.3,27.0,74.0,122.0,30.3,20.6,42.0,191.0,A
22.0,M,178.2,75.7,17.2,84.0,138.0,42.0,16.4,57.0,226.0,B
37.0,F,148.7,38.1,22.8,83.0,123.0,19.7,19.6,31.0,165.0,C
29.0,M,169.7,75.2,23.0,50.0,118.0,38.8,14.0,53.0,227.0,D
27.0,F,164.0,53.0,22.0,80.0,120.0,21.4,10.3,32.0,155.0,C
25.0,F,168.6,55.0,19.8,73.0,126.0,30.3,20.1,38.0,178.0,A
39.0,M,178.1,82.3,24.8,83.0,131.0,49.7,-3.8,44.0,219.0,D
33.0,M,174.0,93.5,37.8,93.0,136.0,42.0,-2.8,31.0,165.0,D
53.0,M,168.6,65.3,21.3,86.0,131.0,40.0,9.3,30.0,195.0,C
23.0,F,157.6,57.3,26.4,62.0,111.0,27.3,15.9,39.0,142.0,C
63.0,M,166.3,72.8,25.9,64.0,103.0,41.2,2.5,22.0,171.0,D
22.0,M,171.5,83.5,22.9,66.0,131.0,46.1,-10.8,46.0,204.0,D
21.0,M,180.0,73.4,20.1,67.0,120.0,42.1,6.7,54.0,232.0,C
52.0,M,166.8,71.3,25.4,92.0,142.0,39.4,15.7,20.0,187.0,D
53.0,M,173.4,69.8,21.7,90.0,152.0,35.2,6.3,32.0,156.0,C
23.0,M,176.5,66.6,21.7,78.0,122.0,30.6,-13.5,44.0,188.0,D
56.0,F,164.4,57.9,34.9,88.0,145.0,25.1,16.1,23.0,135.0,B
34.0,M,170.8,84.4,31.4,96.0,151.0,42.4,-1.1,30.0,206.0,D
58.0,M,168.1,67.2,18.7,77.0,102.0,37.0,3.8,27.0,186.0,D
45.0,M,175.0,79.1,20.2,86.0,131.0,44.3,5.3,42.0,190.0,C
33.0,F,168.0,77.6,36.9,84.0,131.0,26.8,15.2,29.0,156.0,D
22.0,F,152.6,47.6,20.9,63.0,111.0,23.2,28.6,46.0,168.0,A
60.0,M,172.6,65.2,19.6,99.0,158.0,38.4,22.3,42.0,162.0,A
64.0,M,155.6,59.0,28.8,87.0,158.0,34.1,-0.5,41.0,171.0,D
55.0,F,156.4,54.3,27.5,74.0,100.0,32.1,19.5,43.0,154.0,A
57.0,M,171.9,78.1,24.7,79.0,138.0,43.6,15.2,40.0,185.0,A
61.0,M,160.7,58.9,19.1,82.0,153.0,42.9,12.4,44.0,185.0,A
26.0,F,157.2,48.32,17.5,67.0,102.0,30.0,26.9,43.0,183.0,A
41.0,F,154.2,46.5,23.8,99.0,138.0,22.3,19.0,36.0,142.0,B
35.0,M,183.2,91.5,22.4,75.0,142.0,45.7,7.0,46.0,123.0,C
52.0,F,153.1,46.4,26.2,69.0,138.0,18.8,19.8,25.0,122.0,A
29.0,M,172.6,68.5,15.7,72.0,136.0,48.4,18.4,50.0,212.0,B
23.0,M,171.5,67.7,9.6,76.0,116.0,45.7,11.4,48.0,198.0,C
37.0,M,176.9,79.6,28.2,79.0,127.0,44.9,14.5,42.0,193.0,B
24.0,F,163.2,55.7,28.5,82.0,137.0,25.0,2.6,30.0,161.0,D
61.0,M,167.9,77.1,27.9,90.0,154.0,40.9,12.7,43.0,203.0,A
49.0,F,158.3,54.0,23.5,70.0,108.0,24.4,21.0,33.0,147.0,B
28.0,M,174.3,74.9,19.8,87.0,131.0,56.2,6.5,48.0,217.0,C
38.0,M,171.6,67.16,11.8,63.0,117.0,45.3,12.3,46.0,236.0,B
60.0,F,148.5,55.0,32.0,58.0,105.0,19.9,14.2,15.0,108.0,C
29.0,M,172.5,72.7,26.1,91.0,132.0,41.1,11.5,36.0,225.0,D
39.0,M,174.0,82.1,24.0,90.0,132.0,41.5,7.0,41.0,223.0,C
64.0,F,157.0,56.7,30.3,54.0,120.0,20.6,15.9,11.0,76.0,C
22.0,M,177.7,76.0,23.8,72.0,150.0,48.2,4.2,47.0,192.0,D
57.0,M,171.7,73.8,24.6,87.0,158.0,41.1,7.3,25.0,187.0,D
31.0,M,178.3,80.8,19.9,81.0,155.0,53.7,20.4,54.0,201.0,C
21.0,M,180.4,73.9,26.2,99.0,149.0,31.9,5.2,53.0,157.0,D
36.0,M,178.5,79.1,23.3,99.0,159.0,46.3,18.38,34.0,213.0,C
29.0,F,153.2,53.3,22.1,77.0,138.0,30.5,17.0,40.0,180.0,B
38.0,F,159.0,49.5,15.8,93.0,144.0,25.1,23.4,44.0,154.0,A
61.0,F,160.0,69.2,39.0,100.0,130.0,33.9,21.4,18.0,111.0,B
22.0,M,171.0,67.9,15.5,82.0,141.0,32.6,9.8,42.0,230.0,C
56.0,M,177.3,74.0,19.9,82.0,133.0,39.4,12.0,30.0,210.0,B
23.0,F,166.1,67.2,35.8,79.0,131.0,24.3,16.3,25.0,164.0,C
42.0,F,163.3,53.7,33.0,58.0,114.0,21.4,4.1,6.0,133.0,D
41.0,F,169.1,62.22,26.3,70.0,110.0,24.6,10.7,25.0,133.0,C
28.0,M,165.5,64.9,16.9,61.0,108.0,37.9,7.5,51.0,243.0,C
48.0,M,178.1,89.7,27.5,81.0,114.0,35.9,-7.5,26.0,180.0,D
35.0,F,162.4,47.8,24.43834,77.0,113.0,28.0,22.6,32.0,156.0,D
51.0,M,174.0,75.0,20.3,65.0,115.0,37.6,7.3,29.0,197.0,C
33.0,M,179.4,81.5,22.5,88.0,140.0,44.6,15.0,50.0,205.0,C
48.0,F,166.5,64.4,23.3,67.0,129.0,36.1,27.7,29.0,161.0,A
24.0,M,175.2,88.98,22.5,86.0,148.0,50.0,14.5,50.0,221.0,C
31.0,F,160.7,77.2,38.4,75.0,127.0,29.4,22.7,32.0,140.0,D
26.0,M,167.4,75.4,31.7,88.0,132.0,49.5,11.2,56.0,212.0,B
28.0,M,187.2,100.6,23.6,87.0,137.0,47.8,22.0,45.0,221.0,D
27.0,M,174.2,84.3,30.8,83.0,131.0,46.3,0.4,55.0,184.0,D
28.0,M,172.5,63.7,6.0,65.0,115.0,40.3,15.6,62.0,226.0,A
21.0,F,156.4,48.7,27.8,65.0,91.0,19.9,21.0,37.0,160.0,A
21.0,M,186.1,91.0,22.1,79.0,139.0,45.3,5.9,37.0,258.0,D
23.0,F,166.0,79.5,34.0,81.0,132.0,34.7,24.4,39.0,200.0,B
55.0,M,165.3,72.16,14.1,70.0,116.0,37.7,14.5,41.0,212.0,C
54.0,M,177.4,88.3,22.6,91.0,147.0,48.1,3.5,44.0,205.0,D
64.0,M,163.4,64.1,21.8,70.0,114.0,24.7,-6.2,15.0,125.0,D
26.0,M,170.8,68.2,15.5,53.0,102.0,38.6,22.9,57.0,280.0,B
42.0,F,161.3,61.0,35.6,58.0,100.0,26.3,8.8,20.0,122.0,D
32.0,F,160.6,50.9,22.4,67.0,111.0,23.1,27.6,42.0,191.0,A
22.0,M,176.4,60.1,12.1,70.0,120.0,38.0,20.6,44.0,251.0,C
25.0,M,178.6,74.0,12.8,93.0,157.0,53.2,18.7,62.0,265.0,A
35.0,F,158.1,65.26,38.8,92.0,141.0,29.2,21.0,36.0,146.0,A
28.0,M,172.6,78.1,20.7,78.0,137.0,55.7,8.9,65.0,256.0,C
27.0,F,160.2,61.3,26.9,84.0,136.0,33.9,19.7,55.0,180.0,A
24.0,F,171.8,53.9,20.1,68.0,104.0,32.1,23.3,50.0,162.0,C
21.0,M,163.3,49.2,13.9,66.0,107.0,29.3,5.0,32.0,235.0,D
54.0,M,165.0,60.9,15.0,88.0,150.0,41.2,18.9,34.0,189.0,B
32.0,M,170.2,69.5,26.1,79.0,120.0,25.0,-10.0,42.0,190.0,D
53.0,F,154.4,52.1,31.6,78.0,129.0,25.6,17.2,21.0,117.0,B
41.0,M,162.9,62.1,22.0,78.0,132.0,41.3,13.2,38.0,219.0,B
58.0,F,154.1,60.2,37.4,80.0,158.0,29.1,21.5,8.0,115.0,D
27.0,F,166.1,52.6,20.8,72.0,132.0,25.5,27.5,36.0,188.0,B
55.0,M,173.7,75.7,18.6,82.0,134.0,41.8,7.6,48.0,175.0,C
37.0,M,177.7,71.6,11.4,78.0,120.0,49.7,25.1,58.0,231.0,B
21.0,M,171.4,84.3,24.5,86.0,130.0,41.8,12.1,52.0,223.0,C
22.0,F,161.6,61.3,19.2,75.0,133.0,37.9,24.2,40.0,190.0,A
38.0,F,158.8,50.8,34.7,75.0,120.0,20.4,21.7,16.0,156.0,D
44.0,M,172.3,70.1,24.5,86.0,132.0,35.7,-5.5,33.0,197.0,D
51.0,M,171.5,62.2,15.9,87.0,149.0,47.1,5.0,49.0,207.0,C
41.0,F,160.7,60.8,32.3,66.0,108.0,26.6,23.0,38.0,157.0,A
59.0,M,170.7,64.4,9.485012,90.0,126.0,47.2,20.4,38.0,192.0,C
62.0,M,171.9,64.3,17.3,76.0,128.0,40.4,26.6,31.0,164.0,B
27.0,M,175.1,68.7,17.2,72.0,130.0,41.9,13.4,52.0,241.0,B
27.0,M,180.6,77.46,7.6,54.0,114.0,55.9,15.6,61.0,252.0,A
21.0,M,169.0,81.2,28.0,73.0,125.0,29.1,3.2,50.0,243.0,D
44.0,M,164.3,36.5,19.3,74.0,127.0,45.7,16.9,52.0,224.0,A
60.0,F,165.3,68.6,32.1,75.0,104.0,24.6,22.6,17.0,110.0,A
34.0,M,168.5,87.1,29.4,85.0,148.0,53.2,19.0,40.0,176.0,D
43.0,M,182.5,66.2,11.0,74.0,126.0,39.7,5.0,39.0,194.0,C
21.0,M,176.9,60.7,21.9,79.0,118.0,33.5,7.3,47.0,233.0,C
35.0,F,157.5,51.0,28.2,67.0,113.0,20.3,11.7,21.0,119.0,C
37.0,M,170.0,73.1,14.9,79.0,144.0,55.1,14.8,66.0,249.0,A
59.0,M,168.1,71.1,17.2,94.0,158.0,42.5,17.6,47.0,187.0,A
24.0,M,166.5,66.3,22.7,80.0,134.0,42.0,15.3,42.0,203.0,C
29.0,M,174.7,79.0,19.0,75.0,140.0,45.7,17.2,74.0,241.0,A
40.0,M,179.4,119.6,32.6,87.0,146.0,50.0,-2.6,37.0,164.0,D
22.0,M,175.1,75.3,29.4,79.0,133.0,36.2,-0.3,24.0,202.0,D
37.0,F,155.9,53.5,31.2,67.0,114.0,22.6,-16.5,25.0,115.0,D
60.0,M,174.5,71.2,16.6,72.0,129.0,34.1,2.0,32.0,135.0,D
25.0,M,175.3,82.1,17.5,75.0,136.0,51.0,18.2,47.0,211.0,B
33.0,M,168.9,69.9,20.3,65.0,100.0,39.1,-10.7,40.0,233.0,D
64.0,M,157.5,61.4,35.2,92.0,148.0,34.8,-3.4,10.0,160.0,D
37.0,M,178.2,70.0,15.8,94.0,157.0,36.2,19.1,45.0,219.0,A
32.0,F,171.0,67.8,28.3,79.0,107.0,33.4,23.4,44.0,152.0,B
24.0,M,176.9,76.0,11.7,76.0,119.0,52.3,27.5,68.0,250.0,A
24.0,F,161.7,61.5,27.5,77.0,117.0,30.6,24.9,37.0,190.0,B
21.0,M,184.9,72.4,18.2,88.0,137.0,34.9,17.7,43.0,250.0,C
22.0,F,165.0,63.86,35.3,76.0,129.0,29.4,23.0,40.0,161.0,B
26.0,M,178.0,70.5,11.9,80.0,120.0,57.5,26.2,65.0,250.0,A
60.0,F,158.9,59.4,32.9,64.0,101.0,24.0,16.0,17.0,120.0,B
22.0,M,174.3,66.9,15.1,69.0,133.0,40.6,7.6,51.0,238.0,C
28.0,M,175.2,72.8,21.3,92.0,132.0,38.2,9.5,55.0,223.0,C
26.0,M,170.5,86.7,33.1,65.0,114.0,31.6,14.8,42.0,175.0,D
33.0,M,174.2,72.8,13.2,83.0,124.0,53.1,17.0,62.0,253.0,A
21.0,M,175.4,72.4,24.5,92.0,140.0,43.8,12.0,47.0,169.0,C
21.0,M,172.6,50.2,13.0,64.0,115.0,38.1,6.0,35.0,200.0,D
42.0,M,176.9,69.5,20.0,77.0,123.0,37.3,13.0,41.0,188.0,C
23.0,F,161.7,56.7,25.8,65.0,123.0,27.5,19.4,24.0,172.0,C
29.0,F,167.9,65.2,22.5,60.0,121.0,34.2,25.4,29.0,204.0,B
35.0,M,183.1,70.8,12.0,91.0,156.0,45.7,16.7,44.0,235.0,B
27.0,M,168.3,66.5,13.9,59.0,115.0,47.9,11.8,70.0,231.0,B
47.0,M,176.0,71.6,16.1,75.0,117.0,44.1,15.4,42.0,212.0,A
62.0,F,158.7,53.1,25.5,74.0,120.0,24.3,17.4,19.0,133.0,B
63.0,M,166.9,56.3,24.6,101.0,195.0,35.5,15.8,23.0,161.0,C
25.0,M,179.1,87.3,30.3,96.0,145.0,53.0,15.1,54.0,226.0,A
27.0,F,172.4,63.9,18.0,79.0,141.0,30.0,25.3,51.0,181.0,A
36.0,M,171.0,69.4,9.2,57.0,111.0,52.2,17.0,54.0,238.0,A
21.0,F,167.1,62.3,30.3,81.0,140.0,25.2,21.1,38.0,146.0,B
59.0,F,153.8,54.0,27.3,78.0,126.0,17.3,7.0,30.0,127.0,D
37.0,M,180.1,76.4,19.4,75.0,134.0,47.0,14.5,42.0,224.0,B
28.0,F,159.1,58.4,29.5,74.0,116.0,26.0,17.2,31.0,167.0,D
43.0,M,170.0,69.3,16.9,77.0,123.0,43.0,19.0,30.0,205.0,D
28.0,M,175.3,85.2,21.0,76.0,129.0,47.9,7.6,60.0,240.0,C
61.0,M,171.7,71.4,25.9,91.0,154.0,43.7,13.9,24.0,174.0,C
22.0,F,162.4,67.8,28.6,76.0,121.0,26.0,27.3,50.0,186.0,B
43.0,M,168.0,60.7,18.2,88.0,158.0,34.1,16.6,55.0,222.0,C
58.0,F,159.5,67.32,36.0,87.0,145.0,26.4,21.4,22.0,150.0,A
22.0,M,181.4,77.4,11.2,94.0,127.0,50.0,21.6,58.0,244.0,A
31.0,F,163.8,53.1,30.5,74.0,111.0,22.9,16.3,26.0,143.0,C
44.0,M,177.5,84.2,28.0,91.0,150.0,36.2,9.6,38.0,185.0,D
23.0,F,166.1,62.6,25.0,75.0,117.0,30.7,24.4,50.0,180.0,A
21.0,M,173.8,63.1,8.2,86.0,134.0,43.5,18.3,63.0,273.0,A
62.0,F,151.3,48.4,24.3,87.0,153.0,23.1,24.4,19.0,146.0,A
24.0,F,153.8,59.4,29.9,71.0,111.0,28.4,25.9,46.0,187.0,A
29.0,M,175.0,73.6,15.8,75.0,143.0,51.5,14.9,39.0,246.0,C
46.0,M,173.0,72.6,22.8,65.0,126.0,46.6,14.9,33.0,210.0,C
21.0,F,161.6,59.1,32.7,67.0,108.0,24.1,21.4,35.0,183.0,B
39.0,M,178.1,67.3,20.9,79.0,131.0,47.6,23.1,34.0,196.0,C
43.0,F,165.6,60.4,27.1,80.0,124.0,28.7,21.4,29.0,166.0,B
22.0,M,179.7,67.98,14.8,91.0,132.0,43.9,17.6,50.0,240.0,B
39.0,M,180.8,85.9,23.4,94.0,142.0,51.4,21.1,50.0,221.0,C
25.0,M,167.6,59.6,19.0,57.0,115.0,50.2,17.7,38.0,218.0,C
26.0,M,177.1,77.9,18.4,93.0,152.0,43.0,-5.1,42.0,239.0,D
30.0,M,173.3,59.0,10.4,90.0,142.0,44.2,13.9,51.0,242.0,B
56.0,F,152.4,50.5,31.1,89.0,158.0,24.0,14.1,10.0,119.0,C
23.0,M,175.0,93.5,35.7,85.0,136.0,46.4,9.9,34.0,180.0,D
22.0,F,168.2,56.2,19.45304,94.0,153.0,29.7,32.7,37.0,193.0,A
47.0,M,174.9,76.3,23.2,95.0,133.0,42.7,11.9,31.0,211.0,C
53.0,M,169.7,73.9,32.7,89.0,130.0,36.0,-2.0,15.0,165.0,D
32.0,M,177.2,85.28,16.8,87.0,136.0,53.5,15.0,54.0,222.0,B
48.0,F,161.4,51.9,19.0,82.0,130.0,23.9,26.2,22.0,163.0,B
52.0,F,155.9,48.7,27.7,82.0,114.0,15.9,24.4,14.0,132.0,D
25.0,F,169.6,58.3,29.0,66.0,105.0,29.4,22.7,33.0,167.0,A
52.0,F,164.1,63.1,30.9,68.0,110.0,19.8,1.6,13.0,144.0,D
48.0,M,164.4,82.4,34.8,89.0,131.0,36.8,4.0,26.0,198.0,D
56.0,M,163.5,70.3,29.7,98.0,156.0,42.0,19.5,30.0,190.0,B
